nid,title,author,date,content,company,content_clean,sentiment
425545468,오후에 흘러내린다,아니그걸왜들어가,2026.07.15 10:51,최종 보합권으로 마무의리,삼성전자,최종 보합권으로 마무의리,중립
425545399,기분나쁜 삼전,tra,2026.07.15 10:50,쳐다 보기도 싫다 언제 본전 올지 까마득,삼성전자,쳐다 보기도 싫다 언제 본전 올지 까마득,안티
425545363,주식 판 잘 돌아간다,FLOWER,2026.07.15 10:50,노름하자 ㅋㅋㅋㅋ,삼성전자,노름하자,중립
425545321,오후 코스피 주봉차트 20일선 생명선.,골든크로스상한가,2026.07.15 10:50,"주봉차트 20일선 못지키면 사요나라.!
'사요나라'는 일본어로 '안녕'을 뜻하지만, 일상 친구 사이에서는 '영원한 작별'이나 '오랜 기간 못 볼 때' 쓰는 무거운 표현입니다. 일상적인 헤어짐에는 '또 보자'는 의미의 '자아네(じゃあね)'나 '마타네(またね)'를 주로 사용.",삼성전자,"주봉차트 20일선 못지키면 사요나라.! 사요나라 는 일본어로 안녕 을 뜻하지만, 일상 친구 사이에서는 영원한 작별 이나 오랜 기간 못 볼 때 쓰는 무거운 표현입니다. 일상적인 헤어짐에는 또 보자 는 의미의 자아네 나 마타네 를 주로 사용.",안티
425545309,키옥시아만도 못한 대국민 사기주식,RYXGN,2026.07.15 10:50,이게 상승률이냐? 특별배당 발표해라,삼성전자,이게 상승률이냐? 특별배당 발표해라,안티
425545291,개미들이 쎄긴 쎄네..,치면뻑,2026.07.15 10:50,겁나 파니 쭉쭉 오르지를 못하네.,삼성전자,겁나 파니 쭉쭉 오르지를 못하네.,안티
425545266,거래대금이..,qok44v2q4,2026.07.15 10:50,레버리지가 많아서 올라가긴 힘들어....,삼성전자,레버리지가 많아서 올라가긴 힘들어....,안티
425545229,현재 수급분석,주식형,2026.07.15 10:49,"코쟁이들 아침부터 100만주 가까이 매수하고 있고.
개관등 어제 산거 다 털면서 익절하고 있음..(작작해라)
성난 개인횽들은 오늘도 역시 집어 던지고 잇음",삼성전자,코쟁이들 아침부터 100만주 가까이 매수하고 있고. 개관등 어제 산거 다 털면서 익절하고 있음.. 작작해라 성난 개인횽들은 오늘도 역시 집어 던지고 잇음,안티
425545218,내가 매수한날,많이먹는악어새,2026.07.15 10:49,그래서...떨..어...지.......나............ㅜㅜ,삼성전자,그래서...떨..어...지.......나............,중립
425545197,안티들 그만좀 해라,주어린이초보,2026.07.15 10:49,"걍 놔두면 지들자리 가니 조용해라
내려가면 내려갈것이고 오르면 오를것이지 니들이 감놔라배놔라 하지말고 콱마 조용히 있어라",삼성전자,걍 놔두면 지들자리 가니 조용해라 내려가면 내려갈것이고 오르면 오를것이지 니들이 감놔라배놔라 하지말고 콱마 조용히 있어라,찬티
425545185,오늘 반도체 마지막 설거지하네 ~~종가는 최소 5% 급락~~반도체 악재 이제 시작이란걸 반드시 명심~~20만원 이하 다음주간다,Kigttu,2026.07.15 10:49,"지금 반도체 끝물에 물리면 50%이상 손실본다
반도체 악재는 이제 시작이다",삼성전자,지금 반도체 끝물에 물리면 50 이상 손실본다 반도체 악재는 이제 시작이다,안티
425545169,Adr은 당연한 수순이지,상승흐름맨,2026.07.15 10:49,"삼성이 어떤 집단인데
이익이 뻔히 보이는데 안하면 다 짤리는거야",삼성전자,삼성이 어떤 집단인데 이익이 뻔히 보이는데 안하면 다 짤리는거야,찬티
425545167,폭락Day,그라쥐,2026.07.15 10:49,가야지~가야지~~25만원으로 가야지~,삼성전자,가야지 가야지 25만원으로 가야지,찬티
425545165,"[속보] 민주당 ""27일 홈플러스 청문회...민주당 단독으로도 추진""",go022111,2026.07.15 10:49,나랏돈 퍼줄라고 직원들 눈물쇼 벌이겟네 아.. 그 꼴은 못본다 나랏돈 퍼기주만 해봐라 담 선거는 완저 ㄴ계박살 난다,삼성전자,나랏돈 퍼줄라고 직원들 눈물쇼 벌이겟네 아.. 그 꼴은 못본다 나랏돈 퍼기주만 해봐라 담 선거는 완저 계박살 난다,안티
425545142,또 하닉성님 반토막이냐.,왕서방원,2026.07.15 10:49,"어우 좀 가자
대환장이다",삼성전자,어우 좀 가자 대환장이다,찬티
425545136,레버리지,행운는나의것,2026.07.15 10:49,내버리지 머하냐 (레버리지) 내버리지 뭐하냐,삼성전자,내버리지 머하냐 레버리지 내버리지 뭐하냐,안티
425545101,오늘산 개미들 한테,1프로복리의힘,2026.07.15 10:49,떠넘겨야지 외인기관 장사꾼들ㅋ,삼성전자,떠넘겨야지 외인기관 장사꾼들,안티
425545090,개인 코쟁이 털고 퇴장중이네,웃긴발견응원단,2026.07.15 10:49,와 쭉 쭉 빠진다,삼성전자,와 쭉 쭉 빠진다,안티
425545049,~,지혜로운호재소식악어,2026.07.15 10:49,종나 찍어누르네..,삼성전자,종나 찍어누르네..,안티
425545048,담주 금요일 매수 들어간다,20260713기억,2026.07.15 10:49,"206,000원 1차매수가 400주
192,000원 2차매수가 300주",삼성전자,"206,000원 1차매수가 400주 192,000원 2차매수가 300주",중립
425545043,종가는1퍼 상승,나는나1,2026.07.15 10:48,ㅋㅋㅋ이것이 국장의 한계,삼성전자,이것이 국장의 한계,안티
425545025,삼성 adr. 검토 단독,성실대박,2026.07.15 10:48,"[단독] 삼성, 美 ADR 공식 부인했지만…물밑 검토 착수https://n.news.naver.com/mnews/article/293/0000087647?rc=N&ntype=RANKING&sid=001",삼성전자,"단독 삼성, ADR 공식 부인했지만 물밑 검토 착수",중립
425545004,22만원 찍어야 올린다,공자의주식,2026.07.15 10:48,아직 골이 깊다 일단 튀어,삼성전자,아직 골이 깊다 일단 튀어,찬티
425544995,여기서 나가 !,scirocco79,2026.07.15 10:48,나 혼자있을래 너희들 다 싫어 !!,삼성전자,나 혼자있을래 너희들 다 싫어 !!,안티
425544963,삼성은 주주환원안하냐?,무적코털오근식,2026.07.15 10:48,생각도안하노,삼성전자,생각도안하노,안티
425544938,"[단독] 삼성전자, 기흥 사업장에 신규 D램 공장 짓는다",행운의타이밍시인,2026.07.15 10:48,"삼성전자가 기흥사업장에 새로운 D램 공장을 건립한다.
당초 연구개발(R&D) 센터를 지을 예정이던 부지에 메모리를 생산할 수 있는 공간을 조성하는 것이다.
*세계적인 인공지능(AI) 인프라 투자 열풍으로 급증하고 있는 메모리 수요에 대응하기 위한 결정으로 풀이된다.
15일 업계에 따르면 삼성전자는 경기 용인시 기흥사업장에 새로운 메모리 반도체 공장을 짓는 방안을 추진 중이다.
월 10만 개 안팎의 웨이퍼를 생산할 수 있는 생산 능력을 갖출 것으로 보인다.
기흥 사업장 인근에 있는 화성 사업장의 공장 한 동 규모로, 수십 조원의 자금이 투입될 것으로 추정된다.",삼성전자,"삼성전자가 기흥사업장에 새로운 D램 공장을 건립한다. 당초 연구개발 R D 센터를 지을 예정이던 부지에 메모리를 생산할 수 있는 공간을 조성하는 것이다. 세계적인 인공지능 AI 인프라 투자 열풍으로 급증하고 있는 메모리 수요에 대응하기 위한 결정으로 풀이된다. 15일 업계에 따르면 삼성전자는 경기 용인시 기흥사업장에 새로운 메모리 반도체 공장을 짓는 방안을 추진 중이다. 월 10만 개 안팎의 웨이퍼를 생산할 수 있는 생산 능력을 갖출 것으로 보인다. 기흥 사업장 인근에 있는 화성 사업장의 공장 한 동 규모로, 수십 조원의 자금이 투입될 것으로 추정된다.",중립
425544933,개미 탈탈 털리네,muklukk,2026.07.15 10:48,"그래 털고 가자
어차피 꼭대기에서 다시 살넘들",삼성전자,그래 털고 가자 어차피 꼭대기에서 다시 살넘들,찬티
425544900,레버리지때문에 망한거같다 ㅋ,말센스주식소식세력,2026.07.15 10:48,"양쪽으로 외인들이 몇천억씩 미친듯이 걸면서
양쪽으로 해먹으니까 외인은 더 벌고 ㅉㅉ
주가는 방향따윈 버리고 급동성이 코인급되어버림.
대체 레버리지만들때 돈을 얼마나 쳐받았는걸까
진짜 이건 특검가야된다고 본다",삼성전자,양쪽으로 외인들이 몇천억씩 미친듯이 걸면서 양쪽으로 해먹으니까 외인은 더 벌고 주가는 방향따윈 버리고 급동성이 코인급되어버림. 대체 레버리지만들때 돈을 얼마나 쳐받았는걸까 진짜 이건 특검가야된다고 본다,안티
425544889,삼성전자,하이,2026.07.15 10:48,"ADR 안한단다-- 하이닉스로 가라--
잡주다 주가 꼬라지 보고--",삼성전자,ADR 안한단다 하이닉스로 가라 잡주다 주가 꼬라지 보고,안티
425544888,대세 하락장이라고 했잖아 설사다,론톡런칭,2026.07.15 10:48,갈수록 설사다,삼성전자,갈수록 설사다,안티
425544874,하닉도 끝나간댜,감성적인상승전략용자,2026.07.15 10:48,돔황쳐~~,삼성전자,돔황쳐,안티
425544835,천문학적 금액을 중복 투자하는데 안 망하는게 이상하지,안락한원칙여행자,2026.07.15 10:47,삼닉스 곧 망해서 재밍이랑 쎼쎼에 넘어가고 나라도 망함,삼성전자,삼닉스 곧 망해서 재밍이랑 쎼쎼에 넘어가고 나라도 망함,찬티
425544823,*** 상승날 잘못 사면 ***,끝까지간다야,2026.07.15 10:47,그냥 상승날 -10% 처 맞음,삼성전자,그냥 상승날 10 처 맞음,안티
425544819,지금은 사는구간이 아니라,서준사랑,2026.07.15 10:47,"현금확보 구간임
일 삼 법칙 모르세요?
하락장 한달 내리면 삼개월 횡보후 상승입니다",삼성전자,현금확보 구간임 일 삼 법칙 모르세요? 하락장 한달 내리면 삼개월 횡보후 상승입니다,찬티
425544802,밑에서 사온거,뭐가어때요,2026.07.15 10:47,존나 신나게 팔고 있다는게 학계정설,삼성전자,존나 신나게 팔고 있다는게 학계정설,찬티
425544790,30 만원,흥겨운공략토끼,2026.07.15 10:47,30만원 아래서는 매수,삼성전자,30만원 아래서는 매수,찬티
425544769,기관 외인왈,마을1,2026.07.15 10:47,"어라..개미가 다시 사네
그럼 우린 팔아야지..
개미가 매도량 줄어드니
기관과 외인이 귀신같이 파네.
ㅎㅎ",삼성전자,어라..개미가 다시 사네 그럼 우린 팔아야지.. 개미가 매도량 줄어드니 기관과 외인이 귀신같이 파네.,찬티
425544735,현금 100조 보유 돈자랑질 고만해라,엋찌하오,2026.07.15 10:47,"노조깡패들이 올해만 40조가까이 빼앗아간다
주주들은 어쩔거냐",삼성전자,노조깡패들이 올해만 40조가까이 빼앗아간다 주주들은 어쩔거냐,안티
425544679,피뢰침달고 전사한다 튀어라,공자의주식,2026.07.15 10:47,분명히 말했다,삼성전자,분명히 말했다,중립
425544660,오후에 당연히 음전이다 인버스 사놓았겟지,rlgndnlrl,2026.07.15 10:46,"거래정지하고 정상화하고 거래해라
레버리지 ETF상폐하라",삼성전자,거래정지하고 정상화하고 거래해라 레버리지 ETF상폐하라,안티
425544644,***여기는 도박장,꿈의종목,2026.07.15 10:46,"주가조작 하는 종목이다.
보고서 날조하는 사기꾼을 잡아라.
종가 보면 알 거야.",삼성전자,주가조작 하는 종목이다. 보고서 날조하는 사기꾼을 잡아라. 종가 보면 알 거야.,안티
425544543,개미 탈탈 털어내고 60만 가는 그림이네,Ks11,2026.07.15 10:46,........,삼성전자,........,중립
425544520,삼성전자 지금,버드나무아래서,2026.07.15 10:46,최대. 리스크는. 이재명.,삼성전자,최대. 리스크는. 이재명.,안티
425544513,왜 안갈까?,센찌,2026.07.15 10:46,삼전년은? 이해 불가네 증말,삼성전자,삼전년은? 이해 불가네 증말,안티
425544434,내릴땐 ㅈㄴ시원하게 내리더니,대타,2026.07.15 10:45,올라갈땐 ㅈ도못올라가네,삼성전자,올라갈땐 도못올라가네,안티
425544424,오늘 같은 장이 제일 좋다고 봅니다,침착한적립투자대장,2026.07.15 10:45,"급등, 급락을 반복하면 단타꾼들과 레버리지 변동성이 붙어서 여럿 힘들게 하는데..
그들에게는 지루함을 주고
오늘처럼 가격 올려두고 횡보하는 그림이 며칠만 지속 된다면 천천히 안정적으로 우상향 하는 그림 다시 보여줄 수 있지 않을까 기대해 봅니다",삼성전자,"급등, 급락을 반복하면 단타꾼들과 레버리지 변동성이 붙어서 여럿 힘들게 하는데.. 그들에게는 지루함을 주고 오늘처럼 가격 올려두고 횡보하는 그림이 며칠만 지속 된다면 천천히 안정적으로 우상향 하는 그림 다시 보여줄 수 있지 않을까 기대해 봅니다",찬티
425544356,나는 트레이더가 되었다 .,마음고운논쟁길잡이,2026.07.15 10:45,"나는 트레이더가 되었다 .
레버리지 레버리지 . 레 ~ 버러지 만세 ~
큰일이네 . 맨날 이거보고 있으니 정신이 .. 간ㄷ ...
.
.
비자발적 트레이더 ..",삼성전자,나는 트레이더가 되었다 . 레버리지 레버리지 . 레 버러지 만세 큰일이네 . 맨날 이거보고 있으니 정신이 .. 간 ... . . 비자발적 트레이더 ..,찬티
425544340,국장 현시점 최대 리스크,문재메이,2026.07.15 10:45,"첫째;
신용융자 40조원 레버리지 포함하면 거의 80조원
역사적으로 신용을 털고가지 그냥가지 않음
둘째;
꼬리가 몸통이 되어버린
레버리지 ETF 포함 우후죽순 생겨난 단일종목 파생상품들
세째;
롱숏전략으로 개미들을 마구 흔들어 계좌를 폭망시켜야 수익이 확정되는 세력들의 농간
실적이 어떻고 펀더가 어떻고 추가매수 물타기하다간
세력의 농간에 계좌가 녹아버리는 무서운 시장
단타말곤 노답",삼성전자,첫째 신용융자 40조원 레버리지 포함하면 거의 80조원 역사적으로 신용을 털고가지 그냥가지 않음 둘째 꼬리가 몸통이 되어버린 레버리지 ETF 포함 우후죽순 생겨난 단일종목 파생상품들 세째 롱숏전략으로 개미들을 마구 흔들어 계좌를 폭망시켜야 수익이 확정되는 세력들의 농간 실적이 어떻고 펀더가 어떻고 추가매수 물타기하다간 세력의 농간에 계좌가 녹아버리는 무서운 시장 단타말곤 노답,안티
425544070,오후장에 보합간다.,천성지기,2026.07.15 10:44,또 마음이 무너진다.,삼성전자,또 마음이 무너진다.,안티
425544036,30만원도 못넘고 떨어져 익절,횡보,2026.07.15 10:44,함. 변동폭이 좁다,삼성전자,함. 변동폭이 좁다,중립
425544035,ADR상장 안할거면 특별배당이라도해라,RYXGN,2026.07.15 10:44,"현금 자랑질만 하지말고
성과급은주고 주주배당은 안하냐",삼성전자,현금 자랑질만 하지말고 성과급은주고 주주배당은 안하냐,안티
425544032,흘러내린다~~~~~,지금이기회다111,2026.07.15 10:44,으억~~~~~,삼성전자,으억,중립
425543986,큰상승을 위한 조정 반등 가즈아~~~,와덥다더워,2026.07.15 10:44,앞으로의 실적을봐라!!!,삼성전자,앞으로의 실적을봐라!!!,찬티
425543983,사이드카의 의문성,익살스런매매지표초보,2026.07.15 10:44,매도 사이드카는 못 잡으면서 매수 사이드카는 주가를 내리게 하네 ㅎ,삼성전자,매도 사이드카는 못 잡으면서 매수 사이드카는 주가를 내리게 하네,안티
425543980,외국인에게 다 뺏기는구나...,Together,2026.07.15 10:44,"최근의 주가하락은 개미떨구기였어...
개인은 신나게 팔고 외국인은 좋다고 사고...",삼성전자,최근의 주가하락은 개미떨구기였어... 개인은 신나게 팔고 외국인은 좋다고 사고...,안티
425543970,"다시 빽""할것이요",마음고운수익희망맨,2026.07.15 10:44,욕심버리고 매도하시요 지금,삼성전자,욕심버리고 매도하시요 지금,안티
425543962,개인 팔고 기관 팔고 외국인들이 줍줍^^,슈퍼리치2,2026.07.15 10:44,개미들 불쌍해 좀올려주니 냅다 파네ㅎ,삼성전자,개미들 불쌍해 좀올려주니 냅다 파네,찬티
425543959,★입틀막법 시민단체 활용한 고소고발 난장판,노란봉투법OUT,2026.07.15 10:44,"북한처럼 이제는
시민단체끼리 가짜뉴스 프레임으로 고소 고발 남발중..
즈그당끼리 ㅋㅋㅋㅋㅋ 코메디가 따로 없다.
이제는 궁금한거 물어보면 가짜뉴스 퍼트린다고 신고먹으면..허후야.
이나라 어디로 가는중??",삼성전자,북한처럼 이제는 시민단체끼리 가짜뉴스 프레임으로 고소 고발 남발중.. 즈그당끼리 코메디가 따로 없다. 이제는 궁금한거 물어보면 가짜뉴스 퍼트린다고 신고먹으면..허후야. 이나라 어디로 가는중??,안티
425543958,흠냐... 아까 뭐 오늘 30만원,사만전자,2026.07.15 10:44,"가니다니 카더만 우애된기고?
이제 떨어지겠구만 뭐",삼성전자,가니다니 카더만 우애된기고? 이제 떨어지겠구만 뭐,안티
425543949,모이렇게,ㅜ,2026.07.15 10:44,쳐파냐ㅜㅜ,삼성전자,쳐파냐,안티
425543903,요즘 정치인들 보면,막가파깡패,2026.07.15 10:44,"머리가 희끗희끗 하얗게 뒤집어 쓰고
저승갈 날 멀지 않았던데
권력의 욕심 그만 내려놓고
훗날에 저승갈때 뒤에서 몽둥이
맞지말고 그만 물욕을 내려놔라
정치잡것들아",삼성전자,머리가 희끗희끗 하얗게 뒤집어 쓰고 저승갈 날 멀지 않았던데 권력의 욕심 그만 내려놓고 훗날에 저승갈때 뒤에서 몽둥이 맞지말고 그만 물욕을 내려놔라 정치잡것들아,안티
425543898,오늘 종가 19만원 얼릉 탈출 하세요...,이득형적립투자철학자,2026.07.15 10:43,얼릉 탈출 하세요,삼성전자,얼릉 탈출 하세요,안티
425543837,많이 판다,감성적인상승전략용자,2026.07.15 10:43,다들 도망가는중,삼성전자,다들 도망가는중,안티
425543829,개미 매수가 중단되어야 주가가 오른다...그 이유는,플럭쳐,2026.07.15 10:43,"외인이나 기관이 매도하려면 매수 세력이 있어야 하는데
매수 주체가 없으면 팔 수 없다...이 경우 개미를 꼬시기 위해서
외인과 기관은 약간의 물량으로 주가를 올릴 것이다..
그리고 개미가 붙으면 대량 물량 투하를 해서 매도할 것으로 판단
따라서 이제는 개미의 무지성 매수가 지속되면 외인과 기관의 매도로 주가 급락
개미가 매수하지 않으면 외인과 기관이 매수해서 주가 상승..
이 때 개미는 상반기 200조 매수한 물량을 정리해야 한다
사실 개미도 물량이 너무 많아 메모리 가격 하락 전에 이 물량 정리가 가능할지 모르겠다.
여기서 더 매수하면 개미도 절대 탈출이 불가하다",삼성전자,외인이나 기관이 매도하려면 매수 세력이 있어야 하는데 매수 주체가 없으면 팔 수 없다...이 경우 개미를 꼬시기 위해서 외인과 기관은 약간의 물량으로 주가를 올릴 것이다.. 그리고 개미가 붙으면 대량 물량 투하를 해서 매도할 것으로 판단 따라서 이제는 개미의 무지성 매수가 지속되면 외인과 기관의 매도로 주가 급락 개미가 매수하지 않으면 외인과 기관이 매수해서 주가 상승.. 이 때 개미는 상반기 200조 매수한 물량을 정리해야 한다 사실 개미도 물량이 너무 많아 메모리 가격 하락 전에 이 물량 정리가 가능할지 모르겠다. 여기서 더 매수하면 개미도 절대 탈출이 불가하다,찬티
425543781,내일 금리인상,데가리깨진남,2026.07.15 10:43,폭락장 온다고,삼성전자,폭락장 온다고,안티
425543772,오늘 조금 올리고,서준사랑,2026.07.15 10:43,"내일 금리발표 인상 나오면
변동성 커지면서 다 반납할 수도 ;",삼성전자,내일 금리발표 인상 나오면 변동성 커지면서 다 반납할 수도,중립
425543756,한군데라도 안썩은데가 없네,아시다나이,2026.07.15 10:43,"정치권.국회
금감원
선관위
판사.검찰.경찰 사법부
입법.사법.행정 썩어곪아가",삼성전자,정치권.국회 금감원 선관위 판사.검찰.경찰 사법부 입법.사법.행정 썩어곪아가,안티
425543739,뭐하냐 ?,뭔일있나,2026.07.15 10:43,장난치나 ? 똑바로 몬하지 !,삼성전자,장난치나 ? 똑바로 몬하지 !,안티
425543736,돔황쳐돔황쵸,샹숑퍅,2026.07.15 10:43,돔황쵸쵸초,삼성전자,돔황쵸쵸초,중립
425543720,외국인,3층집,2026.07.15 10:42,한때 52%까지 보유하더니 지금은 46%대,삼성전자,한때 52 까지 보유하더니 지금은 46 대,안티
425543701,돔황쳐 오늘 오르고 이틀 내릴거야 ~~,싹싹한급등흐름호랑이,2026.07.15 10:42,돔황쳐 오늘 오르고 이틀 내릴거야 ~~,삼성전자,돔황쳐 오늘 오르고 이틀 내릴거야,안티
425543691,재용아 주주에게 주식 배정 및 주식소각 즉각 공지하라 대주주는 제외 하고 주식 부양책 긴급 시행하라!!!!!!!!!,richriver21,2026.07.15 10:42,재용아 손해보고 있는 주주을 위해 즉시 공시하라 하이닉스 추진하는 것 좀 배우라!!!!!!,삼성전자,재용아 손해보고 있는 주주을 위해 즉시 공시하라 하이닉스 추진하는 것 좀 배우라!!!!!!,안티
425543685,이제 개인들 하차하고 외국인들 승차하네,xo8,2026.07.15 10:42,"내가 이럴줄 알았어 개미들 하차시키려고 찌라시 뿌려대면서 핵전쟁이나 재난급 질병도 아닌데 코스피 하루 10프로를 폭락시켜? 내 주변에도 초보들 겁먹어서 많이 나오더라
이제 지들이 탑승하고 쭉 끌고 올라가겠지 그러다 개미들 또 많이 타면 이런식으로 털어댈거야",삼성전자,내가 이럴줄 알았어 개미들 하차시키려고 찌라시 뿌려대면서 핵전쟁이나 재난급 질병도 아닌데 코스피 하루 10프로를 폭락시켜? 내 주변에도 초보들 겁먹어서 많이 나오더라 이제 지들이 탑승하고 쭉 끌고 올라가겠지 그러다 개미들 또 많이 타면 이런식으로 털어댈거야,찬티
425543682,반도체만 따로 분사를 해라 걍,에펜톱,2026.07.15 10:42,반도체 보고 투자한 사람들 뒤통수치는짓만 해대네,삼성전자,반도체 보고 투자한 사람들 뒤통수치는짓만 해대네,안티
425543669,주식은 하느님도 모른다,sjh8080,2026.07.15 10:42,멀안다고 떨벌리지 말어라,삼성전자,멀안다고 떨벌리지 말어라,안티
425543632,금리인상ㆍ유가 급등ㆍ중국 대만 전쟁,예리한정세분석2026,2026.07.15 10:42,금리인상ㆍ유가 급등ㆍ중국 대만 전쟁,삼성전자,금리인상 유가 급등 중국 대만 전쟁,안티
425543615,코스피,그래끝까지웃자,2026.07.15 10:42,"하닉 따까리노릇 하느라 고생하네 ㅋㅋ 그래도 코스피 지수만큼은 같이 가줘야지
중병에 걸린 환자도 아니고 참 걱정된다... 이젠 1등2등주는 커녕 조만간 10위권 밖으로 밀려날듯 한데 걱정되는 주식이네요",삼성전자,하닉 따까리노릇 하느라 고생하네 그래도 코스피 지수만큼은 같이 가줘야지 중병에 걸린 환자도 아니고 참 걱정된다... 이젠 1등2등주는 커녕 조만간 10위권 밖으로 밀려날듯 한데 걱정되는 주식이네요,찬티
425543544,오늘 글렀다,특이한논쟁지키미,2026.07.15 10:41,쌍끌이 매도중 개미탕 수고요 ~~,삼성전자,쌍끌이 매도중 개미탕 수고요,안티
425543382,오늘 28마감만하자,10조만들기,2026.07.15 10:40,크게 안바란다 ㅋㅋ,삼성전자,크게 안바란다,중립
425543379,삼전으로,presi2012,2026.07.15 10:40,닉스 뒷심부족으로 삼전이 리드합니다,삼성전자,닉스 뒷심부족으로 삼전이 리드합니다,찬티
425543352,급등 할거같은 생각이 자꾸난다면,코알라,2026.07.15 10:40,병원 가봐라,삼성전자,병원 가봐라,안티
425543290,주주분들,기절초풍,2026.07.15 10:40,"무능력한 금감원 부터 사표받고 공중 분해 합시다
검찰보다 금감원이 더 문제 였네",삼성전자,무능력한 금감원 부터 사표받고 공중 분해 합시다 검찰보다 금감원이 더 문제 였네,안티
425543265,오늘 시가가 하락추세 상단걸쳤음,결국은장투,2026.07.15 10:40,"오늘 시가가 하락상단에 딱걸쳐서 시작함
여길 돌파해야되는데
오늘 거래량이 아예없어서
갭으로 떠서 돌파는 무리라고 보여짐
괜히 약한게아님",삼성전자,오늘 시가가 하락상단에 딱걸쳐서 시작함 여길 돌파해야되는데 오늘 거래량이 아예없어서 갭으로 떠서 돌파는 무리라고 보여짐 괜히 약한게아님,안티
425543247,개미들 탈탈 털어부네^^,슈퍼리치2,2026.07.15 10:39,빤스까지ㅎㅎ,삼성전자,빤스까지,찬티
425543213,위치에너지 보존법칙,llIlIlIl,2026.07.15 10:39,더 높게 올라갈수록 그만큼 낙하하는 에너지도 커진다,삼성전자,더 높게 올라갈수록 그만큼 낙하하는 에너지도 커진다,안티
425543201,"삼전은 ADR이 없으니,",헷갈려,2026.07.15 10:39,외국인들이 삼전을 더 사야하는 거 아닌가?,삼성전자,외국인들이 삼전을 더 사야하는 거 아닌가?,찬티
425543197,이거 하이닉스 0.5배 레버리지임??,차치도리,2026.07.15 10:39,맨날 하이닉스보다 절반만 오르네 하이닉스 레버리지가 삼성전자 4배 레버리지인가,삼성전자,맨날 하이닉스보다 절반만 오르네 하이닉스 레버리지가 삼성전자 4배 레버리지인가,안티
425543195,중동전쟁 심각하든 말든 그어떤 악재가 나와도 문제될게 없습니다,뭘해도되는남자,2026.07.15 10:39,"미국놈이
주식매수하면 주가는 상승합니다
악재도 호재 만들고
호재도 악재 만드는
막강한 힘을 가진세력이
미국놈 이기때문입니다",삼성전자,미국놈이 주식매수하면 주가는 상승합니다 악재도 호재 만들고 호재도 악재 만드는 막강한 힘을 가진세력이 미국놈 이기때문입니다,찬티
425543187,미중전쟁 중국4분할 위구르 분리 독립. 적극 지지 합니다.,골든크로스상한가,2026.07.15 10:39,"한국과 위구르의 관계는 역사적으로는 고구려-당나라 전쟁 당시 동맹을 맺는 등 깊은 문화적 교류를 가졌으나, 현재는 중국과의 경제적·외교적 관계와 위구르의 인권 문제 사이에서 복잡하게 얽혀 있습니다.
현재 양측의 주요 접점 및 갈등 지점은 다음과 같습니다:
인권 문제 및 외교적 입장: 한국은 최대 교역국인 중국과의 양자 관계를 고려해, 신장 위구르 자치구의 인권 탄압을 비판하는 국제사회의 공동성명에 소극적인 태도를 취해왔습니다.
난민 수용: 한국 정부는 중국 정부의 반발과 외교적 마찰을 우려하여 국내에 거주하는 위구르인들의 난민 신청을 받아들이는 데 매우 소극적이며, 불허 결정을 내린 사례들이 있습니다.
경제적 불똥 (공급망 문제): 미국의 위구르 강제노동방지법(UFLPA) 이 강화되면서, 한국 기업이 생산한 제품에 신장 지역의 부품이나 원자재가 포함된 경우 미국 수출길에 통관이 중단되는 등 경제적 타격을 받는 사례가 발생하고 있습니다.
여행 경보: 현재 중국 신장위구르자치구는 외교부의 특별여행주의보 발령 지역으로 지정되어 국민의 신변 안전이 요구되고 있습니다.
만주분리독립. 신장위구르 분리독립.",삼성전자,"한국과 위구르의 관계는 역사적으로는 고구려 당나라 전쟁 당시 동맹을 맺는 등 깊은 문화적 교류를 가졌으나, 현재는 중국과의 경제적 외교적 관계와 위구르의 인권 문제 사이에서 복잡하게 얽혀 있습니다. 현재 양측의 주요 접점 및 갈등 지점은 다음과 같습니다 인권 문제 및 외교적 입장 한국은 최대 교역국인 중국과의 양자 관계를 고려해, 신장 위구르 자치구의 인권 탄압을 비판하는 국제사회의 공동성명에 소극적인 태도를 취해왔습니다. 난민 수용 한국 정부는 중국 정부의 반발과 외교적 마찰을 우려하여 국내에 거주하는 위구르인들의 난민 신청을 받아들이는 데 매우 소극적이며, 불허 결정을 내린 사례들이 있습니다. 경제적 불똥 공급망 문제 미국의 위구르 강제노동방지법 UFLPA 이 강화되면서, 한국 기업이 생산한 제품에 신장 지역의 부품이나 원자재가 포함된 경우 미국 수출길에 통관이 중단되는 등 경제적 타격을 받는 사례가 발생하고 있습니다. 여행 경보 현재 중국 신장위구르자치구는 외교부의 특별여행주의보 발령 지역으로 지정되어 국민의 신변 안전이 요구되고 있습니다. 만주분리독립. 신장위구르 분리독립.",중립
425543168,11시에 20%상승,Ks11,2026.07.15 10:39,필 왔다 스퀘어 ㅋㅋ,삼성전자,필 왔다 스퀘어,찬티
425543096,낼은 금리인상발표일 = 주가대폭락일,조정시매수는따블,2026.07.15 10:39,탈출은 지능순,삼성전자,탈출은 지능순,안티
425543080,외인이 존니 사는데,하늘st,2026.07.15 10:39,"개미는 존니 파네
낼 팔지...",삼성전자,개미는 존니 파네 낼 팔지...,안티
425543064,거래량도 죽었고,코알라,2026.07.15 10:38,"신용도 덜 털렸다
오후 장대음봉 출현한다",삼성전자,신용도 덜 털렸다 오후 장대음봉 출현한다,찬티
