nid,title,author,date,content,company,content_clean,sentiment
425557636,이 개잡주는 외인 기관이 돌아가면서 아주 찍어 누르네ㅋ 하이닉스 반토막 ㅋ 기회 줄 때 탈출해라 탈출은 지능순 금리인상 하면 폭락이다,코스피ㅡ만,2026.07.15 12:23,외인 기관 삼전 절대 안산다 단타만 치고 다 빠져나간다 탈출해라 탈출은 지능순,SK하이닉스,외인 기관 삼전 절대 안산다 단타만 치고 다 빠져나간다 탈출해라 탈출은 지능순,안티
425557619,"삼성전자 오늘 290,000원 간다고 하고 기도하는데...좋아요가 1개라...ㅠㅠ..힘이 빠지네요",전과5범김철수,2026.07.15 12:23,"삼성전자 500,000 기원. 3000 배하러 달밭골에. 와 있습니다
수고 많이하라고
좋아요 좀. 눌러주세요",SK하이닉스,"삼성전자 500,000 기원. 3000 배하러 달밭골에. 와 있습니다 수고 많이하라고 좋아요 좀. 눌러주세요",찬티
425557611,자사주 매집,삼전70꼭간다,2026.07.15 12:23,빨리 하세요.,SK하이닉스,빨리 하세요.,찬티
425557608,종지보다,차카게살자인생,2026.07.15 12:23,몬을나 하닉으로가야되나,SK하이닉스,몬을나 하닉으로가야되나,안티
425557584,얼척이 없네,그냥기둘려,2026.07.15 12:23,"아무리 그래도 하닉이랑 시총이 같은 건
아니지 않나
리더의 무능함 때문인지
진취성이 떨어져서 그런지
에혀",SK하이닉스,아무리 그래도 하닉이랑 시총이 같은 건 아니지 않나 리더의 무능함 때문인지 진취성이 떨어져서 그런지 에혀,안티
425557568,10월 1일 32만 28년 2월 38만.,white777,2026.07.15 12:22,3개월마다 6-7만원식 상승할것ㅇ.ㅁ..,SK하이닉스,3개월마다 6 7만원식 상승할것 . ..,찬티
425557565,아 씨 사팔사팔,삼때반때,2026.07.15 12:22,"오늘도 사팔사팔하는 국민연금.
그 덩치에 단타 쳐서 빨아먹고 싶을까?
지가 뭐 기관조성자 역할까지 할려고?
오늘 같은 날 좀 가만히만 있음 좋겠는데ᆢ",SK하이닉스,오늘도 사팔사팔하는 국민연금. 그 덩치에 단타 쳐서 빨아먹고 싶을까? 지가 뭐 기관조성자 역할까지 할려고? 오늘 같은 날 좀 가만히만 있음 좋겠는데,안티
425557556,레버리지 ㅋ,영광,2026.07.15 12:22,저항이 있어도 신속히 대처하라 대통령말 ㅋ 속보 ㅋ내가 오늘 발표 할거라 했잔아 ㅋㅋ,SK하이닉스,저항이 있어도 신속히 대처하라 대통령말 속보 내가 오늘 발표 할거라 했잔아,찬티
425557550,외인들 기관들 어제 개미들 반대매매나온거 매수한것들,사기다마,2026.07.15 12:22,인위적으로 갭올려 다 팔아먹기 신공,SK하이닉스,인위적으로 갭올려 다 팔아먹기 신공,안티
425557530,그동안 이재명빠였지만 이번에 실망했다,kjyoon,2026.07.15 12:22,개미힘 빼고 다시 주식시장을 기관 외국인에 넘긴 이번 단일레버리지 사태로,SK하이닉스,개미힘 빼고 다시 주식시장을 기관 외국인에 넘긴 이번 단일레버리지 사태로,안티
425557491,삼전이 오르믄,블랙보노,2026.07.15 12:22,하닉이 더 오르는데~ 삼전을 억지로 누르고 있네~ 지금은 하닉이 삼전 시총을 초과하지 않으려고 눈치보는중~ 오늘 같은날 월욜 고점까지는 올려봐라,SK하이닉스,하닉이 더 오르는데 삼전을 억지로 누르고 있네 지금은 하닉이 삼전 시총을 초과하지 않으려고 눈치보는중 오늘 같은날 월욜 고점까지는 올려봐라,찬티
425557476,ㅎ,삼마넌,2026.07.15 12:22,-8% 조그만 더가면 원금회복 ㅎ,SK하이닉스,8 조그만 더가면 원금회복,찬티
425557460,거래량이 아쉽네,열무,2026.07.15 12:21,"오늘 상승에 비해 좀 한산하다
조심해야겄다 ㅎ",SK하이닉스,오늘 상승에 비해 좀 한산하다 조심해야겄다,중립
425557449,""" 삼전닉스 레 ""버러지 개미들 대량학살",선도세력,2026.07.15 12:21,"""블롬버그 대대적 기고 ㅋㅋㅋ
뒈즈도 돼 뒈즈야 해
ㅋㅋㅋ",SK하이닉스,블롬버그 대대적 기고 뒈즈도 돼 뒈즈야 해,찬티
425557437,단일종목 레버리지 대책마련 지시,AIRBORNE,2026.07.15 12:21,"프리미엄 경제신문 이투데이이투데이 정치 대통령실/총리실이 대통령, '삼전닉스' 레버리지 ETF 논란에 ""보완대책 신속히 마련하라""수정 2026-07-15 12:16 문선영 기자구독 구글 선호매체 추가기사 듣기00:00 / 01:39원본보기▲이재명 대통령이 15일 청와대 영빈관에서 열린 부처 업무보고에서 참석 기관장들에게 질문하고 있다. (연합뉴스)이재명 대통령이 삼성전자·SK하이닉스 단일종목 레버리지 상장지수펀드(ETF) 논란과 관련해 금융당국에 ""보완대책을 신속히 마련하라""고 지시했다. 그러면서 자본시장 정상화는 속도감 있게 추진하되 시장 혼란을 초래할 수 있는 제도는 신중하게 관리해야 한다고 주문했다.이 대통령은 이날 오전 청와대 영빈관에서 열린 금융위원회 업무보고에서 ""최초의 제도 도입이나 이런 것들이 가끔씩 부작용 측면 때문에 혼란을 초래하는 경우들이 없을 순 없는데 그런 건 신중하게 하도록 하라""라며 이같이 말했다.이는 지난 5월 출시된 삼성전자·SK하이닉스 단일종목 레버리지 ETF를 염두에 둔 발언으로 풀이된다. 해당 상품은 개별 종목의 주가 움직임을 2배로 추종하는 구조로, 출시 이후 국내 증시 변동성을 키울 수 있다는 우려가 제기돼 왔다.이 대통령은 또 이찬진 금융감독원장을 향해서도 ""많이 당하고 계시는 모양""이라고 말했고, 이 원장은 ""시장관리자로서 책임이 있어서 책임을 달게 받고 있다""고 답했다.이어 ""한국거래소 여기도 ETF 때문에 시끄럽죠""라고 물으며 ""보완대책을 신속히 마련하라""고 지시했다.",SK하이닉스,"프리미엄 경제신문 이투데이이투데이 정치 대통령실 총리실이 대통령, 삼전닉스 레버리지 ETF 논란에 보완대책 신속히 마련하라 수정 2026 07 15 12 16 문선영 기자구독 구글 선호매체 추가기사 듣기00 00 01 39원본보기 이재명 대통령이 15일 청와대 영빈관에서 열린 부처 업무보고에서 참석 기관장들에게 질문하고 있다. 연합뉴스 이재명 대통령이 삼성전자 SK하이닉스 단일종목 레버리지 상장지수펀드 ETF 논란과 관련해 금융당국에 보완대책을 신속히 마련하라 고 지시했다. 그러면서 자본시장 정상화는 속도감 있게 추진하되 시장 혼란을 초래할 수 있는 제도는 신중하게 관리해야 한다고 주문했다.이 대통령은 이날 오전 청와대 영빈관에서 열린 금융위원회 업무보고에서 최초의 제도 도입이나 이런 것들이 가끔씩 부작용 측면 때문에 혼란을 초래하는 경우들이 없을 순 없는데 그런 건 신중하게 하도록 하라 라며 이같이 말했다.이는 지난 5월 출시된 삼성전자 SK하이닉스 단일종목 레버리지 ETF를 염두에 둔 발언으로 풀이된다. 해당 상품은 개별 종목의 주가 움직임을 2배로 추종하는 구조로, 출시 이후 국내 증시 변동성을 키울 수 있다는 우려가 제기돼 왔다.이 대통령은 또 이찬진 금융감독원장을 향해서도 많이 당하고 계시는 모양 이라고 말했고, 이 원장은 시장관리자로서 책임이 있어서 책임을 달게 받고 있다 고 답했다.이어 한국거래소 여기도 ETF 때문에 시끄럽죠 라고 물으며 보완대책을 신속히 마련하라 고 지시했다.",중립
425557421,어제,감시자,2026.07.15 12:21,"올린거
빨먹중
쎄하다",SK하이닉스,올린거 빨먹중 쎄하다,안티
425557365,삼성도 adr 추진,삼전70꼭간다,2026.07.15 12:20,"해야 겠는데
빨리 합시다",SK하이닉스,해야 겠는데 빨리 합시다,찬티
425557327,거래량 없는 낙폭과대 반등 ㅎㅎ,wjyeagle,2026.07.15 12:20,"거기에다 음봉 ㅎㅎ
현재로선 긍정적인게 일도없네 ㅎㅎ",SK하이닉스,거기에다 음봉 현재로선 긍정적인게 일도없네,안티
425557318,이재명 대통령에 대한 진실 : 누구보다 힘들게 살아온 사람이다.,나는뉴이재명,2026.07.15 12:20,"소년공으로 악착같이 공부해 장학생으로 들어가고...
참 존경받을만한 사람이다.",SK하이닉스,소년공으로 악착같이 공부해 장학생으로 들어가고... 참 존경받을만한 사람이다.,중립
425557308,덕유산에서 내려 왔습니다,덕유산에서내려왔습니다,2026.07.15 12:20,"공매들 맛이 어떠냐?
장 마감부터 또 수작질 할려고.
모두 익절하고 지금은 관망이다.
괜히 먹잇감 되지 말고, 단타로만 대응",SK하이닉스,"공매들 맛이 어떠냐? 장 마감부터 또 수작질 할려고. 모두 익절하고 지금은 관망이다. 괜히 먹잇감 되지 말고, 단타로만 대응",안티
425557295,"280000, 285000 왔다갔다",말센스적립투자청춘,2026.07.15 12:20,뭐하는짓 ㅋㅋ,SK하이닉스,뭐하는짓,중립
425557261,외인들 풀매수.,주식마니아,2026.07.15 12:19,"개인은 마구 마구 던지니.
무순 머니를 벌겠어.!",SK하이닉스,개인은 마구 마구 던지니. 무순 머니를 벌겠어.!,안티
425557198,"폭염에 삼성 에어컨, 선풍기, 냉장고",가즈가즈아,2026.07.15 12:19,매출 급등,SK하이닉스,매출 급등,찬티
425557192,이 게시판에 글 쓰는 사람들 중 80%는,슬러거,2026.07.15 12:19,"투자자가 아니라 불순한 목적의 도박꾼, 투기꾼, 선동꾼, 정치꾼, 사기꾼 입니다.
선량한 투자자들은 여기서 얻을게 별로 없으니 내상 입지 말고 가급적 들어오지 마세요.
그냥 지들끼리 박터지게 싸우다 뒤지게 놔두세요.
비추 날리는 놈은 스스로 자신이 그런 부류임을 인정하는것이겠죠.",SK하이닉스,"투자자가 아니라 불순한 목적의 도박꾼, 투기꾼, 선동꾼, 정치꾼, 사기꾼 입니다. 선량한 투자자들은 여기서 얻을게 별로 없으니 내상 입지 말고 가급적 들어오지 마세요. 그냥 지들끼리 박터지게 싸우다 뒤지게 놔두세요. 비추 날리는 놈은 스스로 자신이 그런 부류임을 인정하는것이겠죠.",안티
425557183,"●●●●""급락은 과열 되돌림""…글로벌 IB, 반도체株 낙관론 잇따라",핑고마인Pingo,2026.07.15 12:19,"""급락은 과열 되돌림""…글로벌 IB, 반도체株 낙관론 잇따라
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
입력 : 2026-07-15 10:45
골드만 ""레버리지 ETF가 급락 원인""
JP모건 ""AI 반도체 수요 여전히 견조""
KB證 ""내년 메모리 '공급 제로' 수준""
해외 주요 투자은행(IB)과 외신들이 국내 증시에 대해 낙관적 시각을 담은 보고서를 잇따라 내놓고 있다.
최근 코스피 급락의 원인도 기업 실적이나 경제 펀더멘털이 아닌 레버리지 투자 청산과 단기 급등에 따른 차익실현에서 찾는 모습이다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
15일 국제금융센터가 전날 발표한 '해외 시각 점검 보고서'에 따르면 대다수 해외 금융기관들은 단기 랠리 이후 집중된 차익실현 매물과 글로벌 투자자들의 포트폴리오 재조정이 국내 증시의 변동성 확대로 이어진 것으로 분석했다.
특히 골드만삭스는 9%에 가까운 코스피 급락 사태에 대해 ""이번 하락을 설명할 만한 새로운 펀더멘털 악재는 확인되지 않았다""며 낙폭을 키운 핵심 요인으로 삼성전자와 SK하이닉스를 기초자산으로 하는 단일종목 레버리지 상장지수펀드(ETF)의 강제적 리밸런싱을 지목했다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
골드만삭스는 해당 ETF들이 하루 만에 30% 이상 급락하면서 운용사들이 목표 레버리지 비율을 유지하기 위해 기초자산을 대규모로 매도했고, 이 과정에서 기관 순매도 물량의 약 62%가 ETF 청산과 관련된 거래였던 것으로 추정했다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
그러면서 반도체 산업의 기초 체력은 여전히 견조하다고 평가했다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
JP모건 역시 반도체주 조정이 기업 실적 악화보다는 투자심리 위축에 따른 영향이라고 분석했다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
AI 인프라 투자 확대가 이어지는 가운데 AI 반도체 수요도 여전히 탄탄한 만큼 업황 자체가 꺾였다고 보기는 어렵다는 판단이다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
다만 국내 증시가 삼성전자와 SK하이닉스 등 일부 대형 반도체주에 지나치게 집중돼 있고 개인투자자의 레버리지 투자 비중도 크게 늘어난 점은 시장 변동성을 키우는 구조적 요인이라고 꼬집었다.
특히 레버리지 ETF의 경우 기업 가치와 무관하게 매매가 반복되는 구조인 만큼 상승장과 하락장 모두에서 변동성을 확대시킬 수 있다고 우려했다.
대다수 IB들은 반도체 업황에 대해서도 낙관적 시각을 유지하고 있다. AI 투자 확대 흐름이 이어지고 있는 데다 하반기 메모리 가격 상승 가능성과 장기 공급계약 확대 등을 고려하면 반도체 슈퍼사이클이 종료됐다고 판단하기에는 이르다는 것이다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
해외 주요 투자은행들은 견조한 AI 수요와 제한적인 공급 환경이 지속되는 만큼 최근 급락에도 반도체 중심의 중장기 상승 흐름은 유효하다고 보고 있다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
단기적으로는 변동성이 이어질 수 있지만 이번 조정을 시장 구조와 수급에 따른 일시적 충격으로 보는 시각이 지배적이라는 분석이다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
이같은 분석에 힙입어 SK하이닉스 ADR(미국주식예탁증서)은 전날 뉴욕증시에서 27.29% 급등했다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
영국 투자은행 바클레이스가 메모리 공급 부족 장기화를 전망하며 목표주가를 13일 종가 대비 117% 높은 330달러로 제시한 영향이 컸다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
이같은 목표가는 현 환율 기준 49만원을 넘어선 것으로, 본주 환산시 490만원이다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
국내 증권사들 역시 반도체 업황에 대한 긍정적 시각을 거두지 않고 있다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
이날 KB증권은 삼성전자와 SK하이닉스에 대해 인공지능(AI) 데이터센터 투자 확대에 따른 메모리 공급 부족 사태가 2028년까지 지속될 것이라며 최근 주가 조정은 실적이나 메모리 산업 구조 변화보다 투자심리 위축이 크게 반영된 결과라고 판단했다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓
김동원 KB증권 리서치본부장은 ""AI 데이터센터 투자가 향후 빅테크 업체들의 투자 계획과 폭발적인 AI 수요를 감안할 때 증가세가 장기간 지속될 가능성이 높아 메모리 공급 부족이 최소 2028년까지 이어질 것으로 전망된다""며 ""일반 고객이 체감하는 2027년 메모리 공급 부족은 사실상 '공급 제로' 수준에 근접할 것""이라고 전망했다.
〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓",SK하이닉스,"급락은 과열 되돌림 글로벌 IB, 반도체 낙관론 잇따라 입력 2026 07 15 10 45 골드만 레버리지 ETF가 급락 원인 JP모건 AI 반도체 수요 여전히 견조 KB 내년 메모리 공급 제로 수준 해외 주요 투자은행 IB 과 외신들이 국내 증시에 대해 낙관적 시각을 담은 보고서를 잇따라 내놓고 있다. 최근 코스피 급락의 원인도 기업 실적이나 경제 펀더멘털이 아닌 레버리지 투자 청산과 단기 급등에 따른 차익실현에서 찾는 모습이다. 15일 국제금융센터가 전날 발표한 해외 시각 점검 보고서 에 따르면 대다수 해외 금융기관들은 단기 랠리 이후 집중된 차익실현 매물과 글로벌 투자자들의 포트폴리오 재조정이 국내 증시의 변동성 확대로 이어진 것으로 분석했다. 특히 골드만삭스는 9 에 가까운 코스피 급락 사태에 대해 이번 하락을 설명할 만한 새로운 펀더멘털 악재는 확인되지 않았다 며 낙폭을 키운 핵심 요인으로 삼성전자와 SK하이닉스를 기초자산으로 하는 단일종목 레버리지 상장지수펀드 ETF 의 강제적 리밸런싱을 지목했다. 골드만삭스는 해당 ETF들이 하루 만에 30 이상 급락하면서 운용사들이 목표 레버리지 비율을 유지하기 위해 기초자산을 대규모로 매도했고, 이 과정에서 기관 순매도 물량의 약 62 가 ETF 청산과 관련된 거래였던 것으로 추정했다. 그러면서 반도체 산업의 기초 체력은 여전히 견조하다고 평가했다. JP모건 역시 반도체주 조정이 기업 실적 악화보다는 투자심리 위축에 따른 영향이라고 분석했다. AI 인프라 투자 확대가 이어지는 가운데 AI 반도체 수요도 여전히 탄탄한 만큼 업황 자체가 꺾였다고 보기는 어렵다는 판단이다. 다만 국내 증시가 삼성전자와 SK하이닉스 등 일부 대형 반도체주에 지나치게 집중돼 있고 개인투자자의 레버리지 투자 비중도 크게 늘어난 점은 시장 변동성을 키우는 구조적 요인이라고 꼬집었다. 특히 레버리지 ETF의 경우 기업 가치와 무관하게 매매가 반복되는 구조인 만큼 상승장과 하락장 모두에서 변동성을 확대시킬 수 있다고 우려했다. 대다수 IB들은 반도체 업황에 대해서도 낙관적 시각을 유지하고 있다. AI 투자 확대 흐름이 이어지고 있는 데다 하반기 메모리 가격 상승 가능성과 장기 공급계약 확대 등을 고려하면 반도체 슈퍼사이클이 종료됐다고 판단하기에는 이르다는 것이다. 해외 주요 투자은행들은 견조한 AI 수요와 제한적인 공급 환경이 지속되는 만큼 최근 급락에도 반도체 중심의 중장기 상승 흐름은 유효하다고 보고 있다. 단기적으로는 변동성이 이어질 수 있지만 이번 조정을 시장 구조와 수급에 따른 일시적 충격으로 보는 시각이 지배적이라는 분석이다. 이같은 분석에 힙입어 SK하이닉스 ADR 미국주식예탁증서 은 전날 뉴욕증시에서 27.29 급등했다. 영국 투자은행 바클레이스가 메모리 공급 부족 장기화를 전망하며 목표주가를 13일 종가 대비 117 높은 330달러로 제시한 영향이 컸다. 이같은 목표가는 현 환율 기준 49만원을 넘어선 것으로, 본주 환산시 490만원이다. 국내 증권사들 역시 반도체 업황에 대한 긍정적 시각을 거두지 않고 있다. 이날 KB증권은 삼성전자와 SK하이닉스에 대해 인공지능 AI 데이터센터 투자 확대에 따른 메모리 공급 부족 사태가 2028년까지 지속될 것이라며 최근 주가 조정은 실적이나 메모리 산업 구조 변화보다 투자심리 위축이 크게 반영된 결과라고 판단했다. 김동원 KB증권 리서치본부장은 AI 데이터센터 투자가 향후 빅테크 업체들의 투자 계획과 폭발적인 AI 수요를 감안할 때 증가세가 장기간 지속될 가능성이 높아 메모리 공급 부족이 최소 2028년까지 이어질 것으로 전망된다 며 일반 고객이 체감하는 2027년 메모리 공급 부족은 사실상 공급 제로 수준에 근접할 것 이라고 전망했다.",찬티
425557163,인공지능 시대에 삼성전자 만한 주식이 없어요,끈기있는행운아,2026.07.15 12:18,"앞으로 3~4년뒤엔 인간형 로봇이 공장에서 어마어마 하게 필요하게 될거에요.
그리고 이러한 수요는 시간이 갈수록 전세계적으로 기하 급수적으로 늘어날거에요.
그리고 전 세계 각 가정으로도 들어가기 시작할거고요.
이제부터 HBM4는 삼성전자가 완전히 시장을 독주하게 될 것입니다.
파운드리도 살아나고요.
하이닉스와 마이크론도 인공지능 시대의 선호주이지만 삼성전자에 비하면 기업 경쟁력이 한참 뒤져요.
지금 삼성전자가 아닌 하이닉스와 마이크론 보는 사람은 주식 공부(주식에서 수익을 낼려면) 한참을 더 해야합니다.
주식이란 그렇게 간단한것이 아닙니다. 진짜로 경쟁력 강한 기업을 매수하여 끈기를 가지고 기다릴줄 아는 투자자가 결국에는 큰 풍요를 맞보게 됩니다.
주식투자에서 우리가 반드시 알아야 하는 것은 무조건 기업 매출과 영업이익, 그리고 기업 경쟁력에서 1등주에 투자해야 한다는 것입니다. 그리고 강력한 끈기를 가지고 기달리는 것입니다.
물론 앞으로 주가가 더 오를 것이라고 생각되면 돈 생기는데로 꾸준히 추매하는 것도 아주 좋지요.",SK하이닉스,"앞으로 3 4년뒤엔 인간형 로봇이 공장에서 어마어마 하게 필요하게 될거에요. 그리고 이러한 수요는 시간이 갈수록 전세계적으로 기하 급수적으로 늘어날거에요. 그리고 전 세계 각 가정으로도 들어가기 시작할거고요. 이제부터 HBM4는 삼성전자가 완전히 시장을 독주하게 될 것입니다. 파운드리도 살아나고요. 하이닉스와 마이크론도 인공지능 시대의 선호주이지만 삼성전자에 비하면 기업 경쟁력이 한참 뒤져요. 지금 삼성전자가 아닌 하이닉스와 마이크론 보는 사람은 주식 공부 주식에서 수익을 낼려면 한참을 더 해야합니다. 주식이란 그렇게 간단한것이 아닙니다. 진짜로 경쟁력 강한 기업을 매수하여 끈기를 가지고 기다릴줄 아는 투자자가 결국에는 큰 풍요를 맞보게 됩니다. 주식투자에서 우리가 반드시 알아야 하는 것은 무조건 기업 매출과 영업이익, 그리고 기업 경쟁력에서 1등주에 투자해야 한다는 것입니다. 그리고 강력한 끈기를 가지고 기달리는 것입니다. 물론 앞으로 주가가 더 오를 것이라고 생각되면 돈 생기는데로 꾸준히 추매하는 것도 아주 좋지요.",찬티
425557152,어여덜,럭키골든벨,2026.07.15 12:18,"많이 사라
뭐하냐",SK하이닉스,많이 사라 뭐하냐,안티
425557147,278500매수 280500 매도,누렁E,2026.07.15 12:18,오늘도 잘벌고 갑니다,SK하이닉스,오늘도 잘벌고 갑니다,찬티
425557142,24마넌 다시와라,나는팔앗어,2026.07.15 12:18,제발제발 24마넌,SK하이닉스,제발제발 24마넌,찬티
425557117,제가 어제 25만 줍줍 그가격 다신 안온다고 했습니다,능동적인상방부자,2026.07.15 12:18,푸 하 하 하,SK하이닉스,푸 하 하 하,찬티
425557108,28만에서 와리가리 하는게,나미야,2026.07.15 12:18,"여기까지가 끝인가보오~
참고로 저도 삼전 주주임
소액 61주
내일부터 또 하락할거 같네요ㅠ",SK하이닉스,여기까지가 끝인가보오 참고로 저도 삼전 주주임 소액 61주 내일부터 또 하락할거 같네요,안티
425557107,떨어진 만큼 회복 안되네~,현명한주가전망,2026.07.15 12:18,"내일 떨어지면 우하향 조짐이다~
삼전도 나가리네~",SK하이닉스,내일 떨어지면 우하향 조짐이다 삼전도 나가리네,안티
425557089,주가 조작확인됨? 최근 폭락이유?,white777,2026.07.15 12:18,"1월1일 주가 11만대
4월1일 주가 18만대
7월 1일 주가 넘 높아 직선상으로 폭락시킨듯.. 37만원? 25만원대가 일직선이었음.
이것 할수 있는자들은 최소 100조 이상 운용하는자들? 전세계 몇개 없을듯?
37만원-> 25만까지 대량 매도 연일 폭락시킨듯.
최소 연기금이상 투자자들은 주가조작질?
그럼 10월 1일 32만?
28년 2월 1일 39만원?",SK하이닉스,1월1일 주가 11만대 4월1일 주가 18만대 7월 1일 주가 넘 높아 직선상으로 폭락시킨듯.. 37만원? 25만원대가 일직선이었음. 이것 할수 있는자들은 최소 100조 이상 운용하는자들? 전세계 몇개 없을듯? 37만원 25만까지 대량 매도 연일 폭락시킨듯. 최소 연기금이상 투자자들은 주가조작질? 그럼 10월 1일 32만? 28년 2월 1일 39만원?,안티
425557062,다들 초복인데,조용한익절원리개구리,2026.07.15 12:17,점심 뭐드시나요??,SK하이닉스,점심 뭐드시나요??,중립
425557035,오후에 가나 지금가나 똑같다..,AIRBORNE,2026.07.15 12:17,"팍 올래뿌래..나가떨어질 거뜰은 다 나가떨어지게..
눈치볼필요 음써..
말하기 무섭네 ㅎ 바로 시작하믄 거시기 하잔어 ㅎ",SK하이닉스,팍 올래뿌래..나가떨어질 거뜰은 다 나가떨어지게.. 눈치볼필요 음써.. 말하기 무섭네 바로 시작하믄 거시기 하잔어,안티
425556908,연쇄 쿠데타범 특검 안허냐,hsh,2026.07.15 12:16,"사법 쿠데타도 모자라 선거깽판 쿠데타
이러니 사법부 신뢰도 글로벌 꼬래비인거다
언제까지 참아야하는데?",SK하이닉스,사법 쿠데타도 모자라 선거깽판 쿠데타 이러니 사법부 신뢰도 글로벌 꼬래비인거다 언제까지 참아야하는데?,안티
425556876,세력들,내는대박난다,2026.07.15 12:16,개쳐올리노,SK하이닉스,개쳐올리노,찬티
425556863,이란 미국 전쟁은 이제 AI 전쟁!!,함께하는익절전략대장,2026.07.15 12:16,삼전 하닉 바쁘다 바빠!! 생산하기. 공급량이 딸리넹,SK하이닉스,삼전 하닉 바쁘다 바빠!! 생산하기. 공급량이 딸리넹,찬티
425556817,D램과 hbm 20년간 수요 폭증.,봄이왔어요,2026.07.15 12:15,심성전자 목표가 100만원,SK하이닉스,심성전자 목표가 100만원,찬티
425556779,금리도 인상 안될려면 22만원 가야된다 전자닉스,주식초고수형,2026.07.15 12:15,그게 팩트다,SK하이닉스,그게 팩트다,중립
425556773,아직도 대한민국 사람 80%는 주식안한다.,꾸준한적립도롱뇽,2026.07.15 12:15,"코스피 좀더 올려야 돼. 아직 한참 멀었어
풀대출로 집사고 갭투자 하는데
주식은 아직도 보수적이다.
신용미수 너무 미워하지 마라",SK하이닉스,코스피 좀더 올려야 돼. 아직 한참 멀었어 풀대출로 집사고 갭투자 하는데 주식은 아직도 보수적이다. 신용미수 너무 미워하지 마라,찬티
425556757,금리인상후 1년간 하락은 머다?,조정시매수는따블,2026.07.15 12:15,도박판의진리,SK하이닉스,도박판의진리,중립
425556745,강력매수~~~,삼성전자하이닉스반도체전성시대,2026.07.15 12:15,강력매수~~~,SK하이닉스,강력매수,찬티
425556697,쪼금씩 올라가넹ㅎㅎ 잼있네 삼성 함 힘내보자!,헤롱이,2026.07.15 12:14,화이팅이다 삼성아 너 진짜 너무 떨어졌어 이제 올려,SK하이닉스,화이팅이다 삼성아 너 진짜 너무 떨어졌어 이제 올려,찬티
